StudentID,CourseCode,TestNumber,TestDate,SyllabusCovered,MaxMarks,MarksObtained
1RV22AI024,CD252IA,1,2023-08-01,33%,50,43
1RV22AI024,CD252IA,2,2023-08-31,33%,50,40
1RV22AI024,CD252IA,3,2023-09-30,33%,50,38
1RV22AI024,CD252IA,4,2023-10-30,100%,100,91
1RV22AI024,AI255TBA,1,2023-08-01,33%,50,47
1RV22AI024,AI255TBA,2,2023-08-31,33%,50,50
1RV22AI024,AI255TBA,3,2023-09-30,33%,50,50
1RV22AI024,AI255TBA,4,2023-10-30,100%,100,86
1RV22AI024,AI254TA,1,2023-08-01,33%,50,46
1RV22AI024,AI254TA,2,2023-08-31,33%,50,49
1RV22AI024,AI254TA,3,2023-09-30,33%,50,47
1RV22AI024,AI254TA,4,2023-10-30,100%,100,91
1RV22AI024,AI253IA,1,2023-08-01,33%,50,44
1RV22AI024,AI253IA,2,2023-08-31,33%,50,40
1RV22AI024,AI253IA,3,2023-09-30,33%,50,43
1RV22AI024,AI253IA,4,2023-10-30,100%,100,86
1RV22AI024,HS251TA,1,2023-08-01,33%,50,45
1RV22AI024,HS251TA,2,2023-08-31,33%,50,40
1RV22AI024,HS251TA,3,2023-09-30,33%,50,48
1RV22AI024,HS251TA,4,2023-10-30,100%,100,89
1RV22AI025,CD252IA,1,2023-08-01,33%,50,33
1RV22AI025,CD252IA,2,2023-08-31,33%,50,38
1RV22AI025,CD252IA,3,2023-09-30,33%,50,40
1RV22AI025,CD252IA,4,2023-10-30,100%,100,91
1RV22AI025,AI255TBA,1,2023-08-01,33%,50,42
1RV22AI025,AI255TBA,2,2023-08-31,33%,50,35
1RV22AI025,AI255TBA,3,2023-09-30,33%,50,41
1RV22AI025,AI255TBA,4,2023-10-30,100%,100,74
1RV22AI025,AI254TA,1,2023-08-01,33%,50,45
1RV22AI025,AI254TA,2,2023-08-31,33%,50,32
1RV22AI025,AI254TA,3,2023-09-30,33%,50,39
1RV22AI025,AI254TA,4,2023-10-30,100%,100,75
1RV22AI025,AI253IA,1,2023-08-01,33%,50,43
1RV22AI025,AI253IA,2,2023-08-31,33%,50,34
1RV22AI025,AI253IA,3,2023-09-30,33%,50,43
1RV22AI025,AI253IA,4,2023-10-30,100%,100,84
1RV22AI025,HS251TA,1,2023-08-01,33%,50,35
1RV22AI025,HS251TA,2,2023-08-31,33%,50,42
1RV22AI025,HS251TA,3,2023-09-30,33%,50,36
1RV22AI025,HS251TA,4,2023-10-30,100%,100,97
1RV22AI026,CD252IA,1,2023-08-01,33%,50,31
1RV22AI026,CD252IA,2,2023-08-31,33%,50,41
1RV22AI026,CD252IA,3,2023-09-30,33%,50,41
1RV22AI026,CD252IA,4,2023-10-30,100%,100,85
1RV22AI026,AI255TBA,1,2023-08-01,33%,50,34
1RV22AI026,AI255TBA,2,2023-08-31,33%,50,33
1RV22AI026,AI255TBA,3,2023-09-30,33%,50,39
1RV22AI026,AI255TBA,4,2023-10-30,100%,100,86
1RV22AI026,AI254TA,1,2023-08-01,33%,50,31
1RV22AI026,AI254TA,2,2023-08-31,33%,50,30
1RV22AI026,AI254TA,3,2023-09-30,33%,50,38
1RV22AI026,AI254TA,4,2023-10-30,100%,100,78
1RV22AI026,AI253IA,1,2023-08-01,33%,50,41
1RV22AI026,AI253IA,2,2023-08-31,33%,50,39
1RV22AI026,AI253IA,3,2023-09-30,33%,50,30
1RV22AI026,AI253IA,4,2023-10-30,100%,100,88
1RV22AI026,HS251TA,1,2023-08-01,33%,50,41
1RV22AI026,HS251TA,2,2023-08-31,33%,50,30
1RV22AI026,HS251TA,3,2023-09-30,33%,50,42
1RV22AI026,HS251TA,4,2023-10-30,100%,100,76
1RV22AI027,CD252IA,1,2023-08-01,33%,50,43
1RV22AI027,CD252IA,2,2023-08-31,33%,50,45
1RV22AI027,CD252IA,3,2023-09-30,33%,50,44
1RV22AI027,CD252IA,4,2023-10-30,100%,100,79
1RV22AI027,AI255TBA,1,2023-08-01,33%,50,40
1RV22AI027,AI255TBA,2,2023-08-31,33%,50,44
1RV22AI027,AI255TBA,3,2023-09-30,33%,50,39
1RV22AI027,AI255TBA,4,2023-10-30,100%,100,84
1RV22AI027,AI254TA,1,2023-08-01,33%,50,42
1RV22AI027,AI254TA,2,2023-08-31,33%,50,46
1RV22AI027,AI254TA,3,2023-09-30,33%,50,39
1RV22AI027,AI254TA,4,2023-10-30,100%,100,98
1RV22AI027,AI253IA,1,2023-08-01,33%,50,40
1RV22AI027,AI253IA,2,2023-08-31,33%,50,43
1RV22AI027,AI253IA,3,2023-09-30,33%,50,40
1RV22AI027,AI253IA,4,2023-10-30,100%,100,95
1RV22AI027,HS251TA,1,2023-08-01,33%,50,43
1RV22AI027,HS251TA,2,2023-08-31,33%,50,45
1RV22AI027,HS251TA,3,2023-09-30,33%,50,45
1RV22AI027,HS251TA,4,2023-10-30,100%,100,91
1RV22AI028,CD252IA,1,2023-08-01,33%,50,45
1RV22AI028,CD252IA,2,2023-08-31,33%,50,46
1RV22AI028,CD252IA,3,2023-09-30,33%,50,42
1RV22AI028,CD252IA,4,2023-10-30,100%,100,90
1RV22AI028,AI255TBA,1,2023-08-01,33%,50,40
1RV22AI028,AI255TBA,2,2023-08-31,33%,50,34
1RV22AI028,AI255TBA,3,2023-09-30,33%,50,36
1RV22AI028,AI255TBA,4,2023-10-30,100%,100,76
1RV22AI028,AI254TA,1,2023-08-01,33%,50,38
1RV22AI028,AI254TA,2,2023-08-31,33%,50,35
1RV22AI028,AI254TA,3,2023-09-30,33%,50,44
1RV22AI028,AI254TA,4,2023-10-30,100%,100,73
1RV22AI028,AI253IA,1,2023-08-01,33%,50,45
1RV22AI028,AI253IA,2,2023-08-31,33%,50,34
1RV22AI028,AI253IA,3,2023-09-30,33%,50,45
1RV22AI028,AI253IA,4,2023-10-30,100%,100,78
1RV22AI028,HS251TA,1,2023-08-01,33%,50,48
1RV22AI028,HS251TA,2,2023-08-31,33%,50,39
1RV22AI028,HS251TA,3,2023-09-30,33%,50,39
1RV22AI028,HS251TA,4,2023-10-30,100%,100,89
1RV22AI029,CD252IA,1,2023-08-01,33%,50,36
1RV22AI029,CD252IA,2,2023-08-31,33%,50,41
1RV22AI029,CD252IA,3,2023-09-30,33%,50,45
1RV22AI029,CD252IA,4,2023-10-30,100%,100,89
1RV22AI029,AI255TBA,1,2023-08-01,33%,50,49
1RV22AI029,AI255TBA,2,2023-08-31,33%,50,42
1RV22AI029,AI255TBA,3,2023-09-30,33%,50,43
1RV22AI029,AI255TBA,4,2023-10-30,100%,100,77
1RV22AI029,AI254TA,1,2023-08-01,33%,50,48
1RV22AI029,AI254TA,2,2023-08-31,33%,50,48
1RV22AI029,AI254TA,3,2023-09-30,33%,50,45
1RV22AI029,AI254TA,4,2023-10-30,100%,100,96
1RV22AI029,AI253IA,1,2023-08-01,33%,50,41
1RV22AI029,AI253IA,2,2023-08-31,33%,50,47
1RV22AI029,AI253IA,3,2023-09-30,33%,50,44
1RV22AI029,AI253IA,4,2023-10-30,100%,100,85
1RV22AI029,HS251TA,1,2023-08-01,33%,50,42
1RV22AI029,HS251TA,2,2023-08-31,33%,50,36
1RV22AI029,HS251TA,3,2023-09-30,33%,50,41
1RV22AI029,HS251TA,4,2023-10-30,100%,100,90
1RV22AI030,CD252IA,1,2023-08-01,33%,50,45
1RV22AI030,CD252IA,2,2023-08-31,33%,50,48
1RV22AI030,CD252IA,3,2023-09-30,33%,50,42
1RV22AI030,CD252IA,4,2023-10-30,100%,100,76
1RV22AI030,AI255TBA,1,2023-08-01,33%,50,35
1RV22AI030,AI255TBA,2,2023-08-31,33%,50,40
1RV22AI030,AI255TBA,3,2023-09-30,33%,50,47
1RV22AI030,AI255TBA,4,2023-10-30,100%,100,89
1RV22AI030,AI254TA,1,2023-08-01,33%,50,45
1RV22AI030,AI254TA,2,2023-08-31,33%,50,40
1RV22AI030,AI254TA,3,2023-09-30,33%,50,45
1RV22AI030,AI254TA,4,2023-10-30,100%,100,75
1RV22AI030,AI253IA,1,2023-08-01,33%,50,38
1RV22AI030,AI253IA,2,2023-08-31,33%,50,42
1RV22AI030,AI253IA,3,2023-09-30,33%,50,48
1RV22AI030,AI253IA,4,2023-10-30,100%,100,85
1RV22AI030,HS251TA,1,2023-08-01,33%,50,49
1RV22AI030,HS251TA,2,2023-08-31,33%,50,43
1RV22AI030,HS251TA,3,2023-09-30,33%,50,36
1RV22AI030,HS251TA,4,2023-10-30,100%,100,89
1RV22AI031,CD252IA,1,2023-08-01,33%,50,39
1RV22AI031,CD252IA,2,2023-08-31,33%,50,49
1RV22AI031,CD252IA,3,2023-09-30,33%,50,39
1RV22AI031,CD252IA,4,2023-10-30,100%,100,96
1RV22AI031,AI255TBA,1,2023-08-01,33%,50,40
1RV22AI031,AI255TBA,2,2023-08-31,33%,50,40
1RV22AI031,AI255TBA,3,2023-09-30,33%,50,46
1RV22AI031,AI255TBA,4,2023-10-30,100%,100,88
1RV22AI031,AI254TA,1,2023-08-01,33%,50,42
1RV22AI031,AI254TA,2,2023-08-31,33%,50,39
1RV22AI031,AI254TA,3,2023-09-30,33%,50,45
1RV22AI031,AI254TA,4,2023-10-30,100%,100,96
1RV22AI031,AI253IA,1,2023-08-01,33%,50,48
1RV22AI031,AI253IA,2,2023-08-31,33%,50,45
1RV22AI031,AI253IA,3,2023-09-30,33%,50,44
1RV22AI031,AI253IA,4,2023-10-30,100%,100,95
1RV22AI031,HS251TA,1,2023-08-01,33%,50,41
1RV22AI031,HS251TA,2,2023-08-31,33%,50,42
1RV22AI031,HS251TA,3,2023-09-30,33%,50,40
1RV22AI031,HS251TA,4,2023-10-30,100%,100,85
1RV22AI032,CD252IA,1,2023-08-01,33%,50,47
1RV22AI032,CD252IA,2,2023-08-31,33%,50,49
1RV22AI032,CD252IA,3,2023-09-30,33%,50,48
1RV22AI032,CD252IA,4,2023-10-30,100%,100,83
1RV22AI032,AI255TBA,1,2023-08-01,33%,50,50
1RV22AI032,AI255TBA,2,2023-08-31,33%,50,36
1RV22AI032,AI255TBA,3,2023-09-30,33%,50,43
1RV22AI032,AI255TBA,4,2023-10-30,100%,100,82
1RV22AI032,AI254TA,1,2023-08-01,33%,50,39
1RV22AI032,AI254TA,2,2023-08-31,33%,50,39
1RV22AI032,AI254TA,3,2023-09-30,33%,50,38
1RV22AI032,AI254TA,4,2023-10-30,100%,100,95
1RV22AI032,AI253IA,1,2023-08-01,33%,50,42
1RV22AI032,AI253IA,2,2023-08-31,33%,50,38
1RV22AI032,AI253IA,3,2023-09-30,33%,50,35
1RV22AI032,AI253IA,4,2023-10-30,100%,100,97
1RV22AI032,HS251TA,1,2023-08-01,33%,50,45
1RV22AI032,HS251TA,2,2023-08-31,33%,50,45
1RV22AI032,HS251TA,3,2023-09-30,33%,50,43
1RV22AI032,HS251TA,4,2023-10-30,100%,100,81
1RV22AI033,CD252IA,1,2023-08-01,33%,50,45
1RV22AI033,CD252IA,2,2023-08-31,33%,50,43
1RV22AI033,CD252IA,3,2023-09-30,33%,50,44
1RV22AI033,CD252IA,4,2023-10-30,100%,100,90
1RV22AI033,AI255TBA,1,2023-08-01,33%,50,43
1RV22AI033,AI255TBA,2,2023-08-31,33%,50,37
1RV22AI033,AI255TBA,3,2023-09-30,33%,50,43
1RV22AI033,AI255TBA,4,2023-10-30,100%,100,93
1RV22AI033,AI254TA,1,2023-08-01,33%,50,47
1RV22AI033,AI254TA,2,2023-08-31,33%,50,36
1RV22AI033,AI254TA,3,2023-09-30,33%,50,50
1RV22AI033,AI254TA,4,2023-10-30,100%,100,98
1RV22AI033,AI253IA,1,2023-08-01,33%,50,47
1RV22AI033,AI253IA,2,2023-08-31,33%,50,49
1RV22AI033,AI253IA,3,2023-09-30,33%,50,37
1RV22AI033,AI253IA,4,2023-10-30,100%,100,83
1RV22AI033,HS251TA,1,2023-08-01,33%,50,42
1RV22AI033,HS251TA,2,2023-08-31,33%,50,46
1RV22AI033,HS251TA,3,2023-09-30,33%,50,36
1RV22AI033,HS251TA,4,2023-10-30,100%,100,83
1RV22AI034,CD252IA,1,2023-08-01,33%,50,45
1RV22AI034,CD252IA,2,2023-08-31,33%,50,48
1RV22AI034,CD252IA,3,2023-09-30,33%,50,45
1RV22AI034,CD252IA,4,2023-10-30,100%,100,99
1RV22AI034,AI255TBA,1,2023-08-01,33%,50,44
1RV22AI034,AI255TBA,2,2023-08-31,33%,50,42
1RV22AI034,AI255TBA,3,2023-09-30,33%,50,48
1RV22AI034,AI255TBA,4,2023-10-30,100%,100,84
1RV22AI034,AI254TA,1,2023-08-01,33%,50,42
1RV22AI034,AI254TA,2,2023-08-31,33%,50,42
1RV22AI034,AI254TA,3,2023-09-30,33%,50,40
1RV22AI034,AI254TA,4,2023-10-30,100%,100,98
1RV22AI034,AI253IA,1,2023-08-01,33%,50,47
1RV22AI034,AI253IA,2,2023-08-31,33%,50,39
1RV22AI034,AI253IA,3,2023-09-30,33%,50,36
1RV22AI034,AI253IA,4,2023-10-30,100%,100,82
1RV22AI034,HS251TA,1,2023-08-01,33%,50,42
1RV22AI034,HS251TA,2,2023-08-31,33%,50,40
1RV22AI034,HS251TA,3,2023-09-30,33%,50,35
1RV22AI034,HS251TA,4,2023-10-30,100%,100,92
1RV22AI035,CD252IA,1,2023-08-01,33%,50,45
1RV22AI035,CD252IA,2,2023-08-31,33%,50,38
1RV22AI035,CD252IA,3,2023-09-30,33%,50,41
1RV22AI035,CD252IA,4,2023-10-30,100%,100,94
1RV22AI035,AI255TBA,1,2023-08-01,33%,50,42
1RV22AI035,AI255TBA,2,2023-08-31,33%,50,39
1RV22AI035,AI255TBA,3,2023-09-30,33%,50,49
1RV22AI035,AI255TBA,4,2023-10-30,100%,100,85
1RV22AI035,AI254TA,1,2023-08-01,33%,50,48
1RV22AI035,AI254TA,2,2023-08-31,33%,50,40
1RV22AI035,AI254TA,3,2023-09-30,33%,50,45
1RV22AI035,AI254TA,4,2023-10-30,100%,100,94
1RV22AI035,AI253IA,1,2023-08-01,33%,50,37
1RV22AI035,AI253IA,2,2023-08-31,33%,50,44
1RV22AI035,AI253IA,3,2023-09-30,33%,50,49
1RV22AI035,AI253IA,4,2023-10-30,100%,100,99
1RV22AI035,HS251TA,1,2023-08-01,33%,50,50
1RV22AI035,HS251TA,2,2023-08-31,33%,50,36
1RV22AI035,HS251TA,3,2023-09-30,33%,50,41
1RV22AI035,HS251TA,4,2023-10-30,100%,100,98
1RV22AI036,CD252IA,1,2023-08-01,33%,50,37
1RV22AI036,CD252IA,2,2023-08-31,33%,50,32
1RV22AI036,CD252IA,3,2023-09-30,33%,50,31
1RV22AI036,CD252IA,4,2023-10-30,100%,100,82
1RV22AI036,AI255TBA,1,2023-08-01,33%,50,34
1RV22AI036,AI255TBA,2,2023-08-31,33%,50,34
1RV22AI036,AI255TBA,3,2023-09-30,33%,50,32
1RV22AI036,AI255TBA,4,2023-10-30,100%,100,71
1RV22AI036,AI254TA,1,2023-08-01,33%,50,41
1RV22AI036,AI254TA,2,2023-08-31,33%,50,43
1RV22AI036,AI254TA,3,2023-09-30,33%,50,42
1RV22AI036,AI254TA,4,2023-10-30,100%,100,74
1RV22AI036,AI253IA,1,2023-08-01,33%,50,42
1RV22AI036,AI253IA,2,2023-08-31,33%,50,33
1RV22AI036,AI253IA,3,2023-09-30,33%,50,44
1RV22AI036,AI253IA,4,2023-10-30,100%,100,69
1RV22AI036,HS251TA,1,2023-08-01,33%,50,33
1RV22AI036,HS251TA,2,2023-08-31,33%,50,31
1RV22AI036,HS251TA,3,2023-09-30,33%,50,38
1RV22AI036,HS251TA,4,2023-10-30,100%,100,84
1RV22AI037,CD252IA,1,2023-08-01,33%,50,33
1RV22AI037,CD252IA,2,2023-08-31,33%,50,38
1RV22AI037,CD252IA,3,2023-09-30,33%,50,37
1RV22AI037,CD252IA,4,2023-10-30,100%,100,90
1RV22AI037,AI255TBA,1,2023-08-01,33%,50,44
1RV22AI037,AI255TBA,2,2023-08-31,33%,50,36
1RV22AI037,AI255TBA,3,2023-09-30,33%,50,40
1RV22AI037,AI255TBA,4,2023-10-30,100%,100,80
1RV22AI037,AI254TA,1,2023-08-01,33%,50,34
1RV22AI037,AI254TA,2,2023-08-31,33%,50,44
1RV22AI037,AI254TA,3,2023-09-30,33%,50,32
1RV22AI037,AI254TA,4,2023-10-30,100%,100,89
1RV22AI037,AI253IA,1,2023-08-01,33%,50,33
1RV22AI037,AI253IA,2,2023-08-31,33%,50,37
1RV22AI037,AI253IA,3,2023-09-30,33%,50,31
1RV22AI037,AI253IA,4,2023-10-30,100%,100,93
1RV22AI037,HS251TA,1,2023-08-01,33%,50,44
1RV22AI037,HS251TA,2,2023-08-31,33%,50,37
1RV22AI037,HS251TA,3,2023-09-30,33%,50,41
1RV22AI037,HS251TA,4,2023-10-30,100%,100,82
1RV22AI038,CD252IA,1,2023-08-01,33%,50,39
1RV22AI038,CD252IA,2,2023-08-31,33%,50,47
1RV22AI038,CD252IA,3,2023-09-30,33%,50,45
1RV22AI038,CD252IA,4,2023-10-30,100%,100,98
1RV22AI038,AI255TBA,1,2023-08-01,33%,50,50
1RV22AI038,AI255TBA,2,2023-08-31,33%,50,47
1RV22AI038,AI255TBA,3,2023-09-30,33%,50,46
1RV22AI038,AI255TBA,4,2023-10-30,100%,100,84
1RV22AI038,AI254TA,1,2023-08-01,33%,50,47
1RV22AI038,AI254TA,2,2023-08-31,33%,50,38
1RV22AI038,AI254TA,3,2023-09-30,33%,50,37
1RV22AI038,AI254TA,4,2023-10-30,100%,100,96
1RV22AI038,AI253IA,1,2023-08-01,33%,50,47
1RV22AI038,AI253IA,2,2023-08-31,33%,50,49
1RV22AI038,AI253IA,3,2023-09-30,33%,50,49
1RV22AI038,AI253IA,4,2023-10-30,100%,100,98
1RV22AI038,HS251TA,1,2023-08-01,33%,50,37
1RV22AI038,HS251TA,2,2023-08-31,33%,50,41
1RV22AI038,HS251TA,3,2023-09-30,33%,50,44
1RV22AI038,HS251TA,4,2023-10-30,100%,100,92
1RV22AI039,CD252IA,1,2023-08-01,33%,50,43
1RV22AI039,CD252IA,2,2023-08-31,33%,50,46
1RV22AI039,CD252IA,3,2023-09-30,33%,50,36
1RV22AI039,CD252IA,4,2023-10-30,100%,100,90
1RV22AI039,AI255TBA,1,2023-08-01,33%,50,34
1RV22AI039,AI255TBA,2,2023-08-31,33%,50,31
1RV22AI039,AI255TBA,3,2023-09-30,33%,50,33
1RV22AI039,AI255TBA,4,2023-10-30,100%,100,97
1RV22AI039,AI254TA,1,2023-08-01,33%,50,41
1RV22AI039,AI254TA,2,2023-08-31,33%,50,43
1RV22AI039,AI254TA,3,2023-09-30,33%,50,46
1RV22AI039,AI254TA,4,2023-10-30,100%,100,85
1RV22AI039,AI253IA,1,2023-08-01,33%,50,42
1RV22AI039,AI253IA,2,2023-08-31,33%,50,39
1RV22AI039,AI253IA,3,2023-09-30,33%,50,40
1RV22AI039,AI253IA,4,2023-10-30,100%,100,88
1RV22AI039,HS251TA,1,2023-08-01,33%,50,43
1RV22AI039,HS251TA,2,2023-08-31,33%,50,32
1RV22AI039,HS251TA,3,2023-09-30,33%,50,40
1RV22AI039,HS251TA,4,2023-10-30,100%,100,85
1RV22AI040,CD252IA,1,2023-08-01,33%,50,33
1RV22AI040,CD252IA,2,2023-08-31,33%,50,40
1RV22AI040,CD252IA,3,2023-09-30,33%,50,33
1RV22AI040,CD252IA,4,2023-10-30,100%,100,89
1RV22AI040,AI255TBA,1,2023-08-01,33%,50,37
1RV22AI040,AI255TBA,2,2023-08-31,33%,50,40
1RV22AI040,AI255TBA,3,2023-09-30,33%,50,35
1RV22AI040,AI255TBA,4,2023-10-30,100%,100,76
1RV22AI040,AI254TA,1,2023-08-01,33%,50,38
1RV22AI040,AI254TA,2,2023-08-31,33%,50,36
1RV22AI040,AI254TA,3,2023-09-30,33%,50,36
1RV22AI040,AI254TA,4,2023-10-30,100%,100,89
1RV22AI040,AI253IA,1,2023-08-01,33%,50,46
1RV22AI040,AI253IA,2,2023-08-31,33%,50,40
1RV22AI040,AI253IA,3,2023-09-30,33%,50,43
1RV22AI040,AI253IA,4,2023-10-30,100%,100,81
1RV22AI040,HS251TA,1,2023-08-01,33%,50,48
1RV22AI040,HS251TA,2,2023-08-31,33%,50,35
1RV22AI040,HS251TA,3,2023-09-30,33%,50,38
1RV22AI040,HS251TA,4,2023-10-30,100%,100,99
1RV22AI041,CD252IA,1,2023-08-01,33%,50,42
1RV22AI041,CD252IA,2,2023-08-31,33%,50,50
1RV22AI041,CD252IA,3,2023-09-30,33%,50,37
1RV22AI041,CD252IA,4,2023-10-30,100%,100,97
1RV22AI041,AI255TBA,1,2023-08-01,33%,50,36
1RV22AI041,AI255TBA,2,2023-08-31,33%,50,42
1RV22AI041,AI255TBA,3,2023-09-30,33%,50,36
1RV22AI041,AI255TBA,4,2023-10-30,100%,100,93
1RV22AI041,AI254TA,1,2023-08-01,33%,50,40
1RV22AI041,AI254TA,2,2023-08-31,33%,50,37
1RV22AI041,AI254TA,3,2023-09-30,33%,50,44
1RV22AI041,AI254TA,4,2023-10-30,100%,100,87
1RV22AI041,AI253IA,1,2023-08-01,33%,50,39
1RV22AI041,AI253IA,2,2023-08-31,33%,50,46
1RV22AI041,AI253IA,3,2023-09-30,33%,50,39
1RV22AI041,AI253IA,4,2023-10-30,100%,100,98
1RV22AI041,HS251TA,1,2023-08-01,33%,50,46
1RV22AI041,HS251TA,2,2023-08-31,33%,50,46
1RV22AI041,HS251TA,3,2023-09-30,33%,50,50
1RV22AI041,HS251TA,4,2023-10-30,100%,100,84
1RV22AI042,CD252IA,1,2023-08-01,33%,50,46
1RV22AI042,CD252IA,2,2023-08-31,33%,50,42
1RV22AI042,CD252IA,3,2023-09-30,33%,50,36
1RV22AI042,CD252IA,4,2023-10-30,100%,100,94
1RV22AI042,AI255TBA,1,2023-08-01,33%,50,36
1RV22AI042,AI255TBA,2,2023-08-31,33%,50,38
1RV22AI042,AI255TBA,3,2023-09-30,33%,50,37
1RV22AI042,AI255TBA,4,2023-10-30,100%,100,92
1RV22AI042,AI254TA,1,2023-08-01,33%,50,49
1RV22AI042,AI254TA,2,2023-08-31,33%,50,44
1RV22AI042,AI254TA,3,2023-09-30,33%,50,45
1RV22AI042,AI254TA,4,2023-10-30,100%,100,94
1RV22AI042,AI253IA,1,2023-08-01,33%,50,40
1RV22AI042,AI253IA,2,2023-08-31,33%,50,38
1RV22AI042,AI253IA,3,2023-09-30,33%,50,46
1RV22AI042,AI253IA,4,2023-10-30,100%,100,84
1RV22AI042,HS251TA,1,2023-08-01,33%,50,49
1RV22AI042,HS251TA,2,2023-08-31,33%,50,43
1RV22AI042,HS251TA,3,2023-09-30,33%,50,43
1RV22AI042,HS251TA,4,2023-10-30,100%,100,94
1RV22AI043,CD252IA,1,2023-08-01,33%,50,43
1RV22AI043,CD252IA,2,2023-08-31,33%,50,47
1RV22AI043,CD252IA,3,2023-09-30,33%,50,48
1RV22AI043,CD252IA,4,2023-10-30,100%,100,79
1RV22AI043,AI255TBA,1,2023-08-01,33%,50,48
1RV22AI043,AI255TBA,2,2023-08-31,33%,50,45
1RV22AI043,AI255TBA,3,2023-09-30,33%,50,37
1RV22AI043,AI255TBA,4,2023-10-30,100%,100,81
1RV22AI043,AI254TA,1,2023-08-01,33%,50,37
1RV22AI043,AI254TA,2,2023-08-31,33%,50,46
1RV22AI043,AI254TA,3,2023-09-30,33%,50,45
1RV22AI043,AI254TA,4,2023-10-30,100%,100,82
1RV22AI043,AI253IA,1,2023-08-01,33%,50,41
1RV22AI043,AI253IA,2,2023-08-31,33%,50,40
1RV22AI043,AI253IA,3,2023-09-30,33%,50,35
1RV22AI043,AI253IA,4,2023-10-30,100%,100,99
1RV22AI043,HS251TA,1,2023-08-01,33%,50,40
1RV22AI043,HS251TA,2,2023-08-31,33%,50,35
1RV22AI043,HS251TA,3,2023-09-30,33%,50,35
1RV22AI043,HS251TA,4,2023-10-30,100%,100,78
1RV22AI044,CD252IA,1,2023-08-01,33%,50,44
1RV22AI044,CD252IA,2,2023-08-31,33%,50,37
1RV22AI044,CD252IA,3,2023-09-30,33%,50,50
1RV22AI044,CD252IA,4,2023-10-30,100%,100,95
1RV22AI044,AI255TBA,1,2023-08-01,33%,50,45
1RV22AI044,AI255TBA,2,2023-08-31,33%,50,50
1RV22AI044,AI255TBA,3,2023-09-30,33%,50,44
1RV22AI044,AI255TBA,4,2023-10-30,100%,100,86
1RV22AI044,AI254TA,1,2023-08-01,33%,50,43
1RV22AI044,AI254TA,2,2023-08-31,33%,50,48
1RV22AI044,AI254TA,3,2023-09-30,33%,50,36
1RV22AI044,AI254TA,4,2023-10-30,100%,100,81
1RV22AI044,AI253IA,1,2023-08-01,33%,50,43
1RV22AI044,AI253IA,2,2023-08-31,33%,50,38
1RV22AI044,AI253IA,3,2023-09-30,33%,50,43
1RV22AI044,AI253IA,4,2023-10-30,100%,100,99
1RV22AI044,HS251TA,1,2023-08-01,33%,50,42
1RV22AI044,HS251TA,2,2023-08-31,33%,50,44
1RV22AI044,HS251TA,3,2023-09-30,33%,50,37
1RV22AI044,HS251TA,4,2023-10-30,100%,100,92
1RV22AI045,CD252IA,1,2023-08-01,33%,50,39
1RV22AI045,CD252IA,2,2023-08-31,33%,50,41
1RV22AI045,CD252IA,3,2023-09-30,33%,50,41
1RV22AI045,CD252IA,4,2023-10-30,100%,100,97
1RV22AI045,AI255TBA,1,2023-08-01,33%,50,38
1RV22AI045,AI255TBA,2,2023-08-31,33%,50,38
1RV22AI045,AI255TBA,3,2023-09-30,33%,50,37
1RV22AI045,AI255TBA,4,2023-10-30,100%,100,81
1RV22AI045,AI254TA,1,2023-08-01,33%,50,37
1RV22AI045,AI254TA,2,2023-08-31,33%,50,41
1RV22AI045,AI254TA,3,2023-09-30,33%,50,37
1RV22AI045,AI254TA,4,2023-10-30,100%,100,84
1RV22AI045,AI253IA,1,2023-08-01,33%,50,35
1RV22AI045,AI253IA,2,2023-08-31,33%,50,49
1RV22AI045,AI253IA,3,2023-09-30,33%,50,48
1RV22AI045,AI253IA,4,2023-10-30,100%,100,76
1RV22AI045,HS251TA,1,2023-08-01,33%,50,43
1RV22AI045,HS251TA,2,2023-08-31,33%,50,47
1RV22AI045,HS251TA,3,2023-09-30,33%,50,39
1RV22AI045,HS251TA,4,2023-10-30,100%,100,92
1RV22AI046,CD252IA,1,2023-08-01,33%,50,44
1RV22AI046,CD252IA,2,2023-08-31,33%,50,40
1RV22AI046,CD252IA,3,2023-09-30,33%,50,45
1RV22AI046,CD252IA,4,2023-10-30,100%,100,90
1RV22AI046,AI255TBA,1,2023-08-01,33%,50,36
1RV22AI046,AI255TBA,2,2023-08-31,33%,50,47
1RV22AI046,AI255TBA,3,2023-09-30,33%,50,46
1RV22AI046,AI255TBA,4,2023-10-30,100%,100,88
1RV22AI046,AI254TA,1,2023-08-01,33%,50,49
1RV22AI046,AI254TA,2,2023-08-31,33%,50,37
1RV22AI046,AI254TA,3,2023-09-30,33%,50,45
1RV22AI046,AI254TA,4,2023-10-30,100%,100,97
1RV22AI046,AI253IA,1,2023-08-01,33%,50,39
1RV22AI046,AI253IA,2,2023-08-31,33%,50,48
1RV22AI046,AI253IA,3,2023-09-30,33%,50,43
1RV22AI046,AI253IA,4,2023-10-30,100%,100,92
1RV22AI046,HS251TA,1,2023-08-01,33%,50,38
1RV22AI046,HS251TA,2,2023-08-31,33%,50,42
1RV22AI046,HS251TA,3,2023-09-30,33%,50,44
1RV22AI046,HS251TA,4,2023-10-30,100%,100,100
1RV22AI047,CD252IA,1,2023-08-01,33%,50,47
1RV22AI047,CD252IA,2,2023-08-31,33%,50,37
